,0,1,2,3,4
254,2020-06-09,1,2,4,-0.357
255,2020-06-07,0,1,0,1.0
256,2020-06-05,1,1,2,-0.125
257,2020-06-04,0,1,1,-0.25
258,2020-06-03,0,1,0,1.0
259,2020-06-02,0,1,1,-0.25
260,2020-06-01,1,1,0,1.25
261,2020-05-29,0,1,0,1.0
262,2020-05-28,0,1,0,1.0
263,2020-05-27,0,1,1,-0.25
264,2020-05-26,0,2,0,1.0
265,2020-05-22,0,0,1,-1.5
266,2020-05-21,0,1,0,1.0
267,2020-05-20,0,1,0,1.0
268,2020-05-19,1,0,0,1.5
269,2020-05-18,1,1,0,1.25
270,2020-05-15,0,1,0,1.0
271,2020-05-13,0,0,1,-1.5
272,2020-05-11,0,1,0,1.0
273,2020-05-04,0,0,1,-1.5
274,2020-05-03,1,0,0,1.5
275,2020-05-02,0,0,1,-1.5
276,2020-04-28,0,1,1,-0.25
277,2020-04-27,1,0,1,0.0
278,2020-04-26,0,1,0,1.0
279,2020-04-25,0,1,0,1.0
280,2020-04-22,0,1,0,1.0
281,2020-04-21,1,2,2,0.1
282,2020-04-20,1,0,0,1.5
283,2020-04-17,0,1,0,1.0
284,2020-04-14,1,0,0,1.5
285,2020-04-13,1,0,0,1.5
286,2020-04-12,0,1,0,1.0
287,2020-04-10,0,1,0,1.0
288,2020-04-06,0,1,0,1.0
289,2020-03-28,0,0,2,-1.5
290,2020-03-27,2,0,1,0.5
291,2020-03-26,3,2,1,0.833
292,2020-03-24,0,1,1,-0.25
293,2020-03-23,0,0,2,-1.5
294,2020-03-22,0,0,1,-1.5
295,2020-03-21,0,1,0,1.0
296,2020-03-20,0,2,1,0.167
297,2020-03-19,0,4,2,0.167
298,2020-03-13,0,1,0,1.0
299,2020-03-12,0,2,2,-0.25
300,2020-03-11,0,1,0,1.0
301,2020-03-10,1,1,0,1.25
302,2020-03-09,1,1,1,0.333
303,2020-03-07,0,0,1,-1.5
304,2020-02-25,0,0,1,-1.5
305,2020-02-24,0,1,0,1.0
306,2020-02-22,0,1,0,1.0
307,2020-02-19,1,0,0,1.5
308,2020-02-12,0,1,0,1.0
309,2020-02-06,0,1,0,1.0
310,2020-02-05,0,0,1,-1.5
311,2020-02-04,0,0,1,-1.5
