,0,1,2,3,4
352,2020-04-21,1,2,0,1.167
353,2020-04-20,4,4,0,1.25
354,2020-04-17,2,0,1,0.5
355,2020-04-16,1,0,0,1.5
356,2020-04-15,1,1,0,1.25
357,2020-04-14,1,0,1,0.0
358,2020-04-13,0,0,1,-1.5
359,2020-04-12,0,0,1,-1.5
360,2020-04-09,5,1,0,1.417
361,2020-04-08,3,1,0,1.375
362,2020-04-07,2,0,0,1.5
363,2020-04-06,2,0,0,1.5
364,2020-04-04,1,0,0,1.5
365,2020-04-03,4,0,0,1.5
366,2020-04-02,2,1,0,1.333
367,2020-04-01,2,0,0,1.5
368,2020-03-31,0,0,1,-1.5
369,2020-03-30,0,2,0,1.0
370,2020-03-28,1,0,0,1.5
371,2020-03-27,1,0,0,1.5
372,2020-03-25,0,1,0,1.0
373,2020-03-24,3,0,1,0.75
374,2020-03-23,4,1,2,0.571
375,2020-03-22,1,1,0,1.25
376,2020-03-21,0,1,0,1.0
377,2020-03-20,0,0,1,-1.5
378,2020-03-19,1,1,0,1.25
379,2020-03-18,0,1,0,1.0
380,2020-03-17,1,0,0,1.5
381,2020-03-16,3,2,0,1.3
382,2020-03-13,1,2,0,1.167
383,2020-03-11,0,1,0,1.0
384,2020-03-10,1,2,0,1.167
385,2020-03-09,3,0,0,1.5
386,2020-03-07,1,0,0,1.5
387,2020-03-06,1,0,0,1.5
388,2020-03-05,2,0,0,1.5
389,2020-03-04,4,0,0,1.5
390,2020-03-03,3,0,1,0.75
391,2020-03-02,5,1,1,1.0
392,2020-02-29,1,0,0,1.5
393,2020-02-28,1,0,0,1.5
394,2020-02-27,2,0,0,1.5
395,2020-02-26,3,1,0,1.375
396,2020-02-25,3,0,0,1.5
397,2020-02-24,4,0,0,1.5
398,2020-02-23,1,0,0,1.5
399,2020-02-22,0,1,0,1.0
400,2020-02-21,2,1,0,1.333
401,2020-02-20,2,0,0,1.5
402,2020-02-19,1,1,0,1.25
403,2020-02-18,3,1,1,0.8
404,2020-02-17,2,0,0,1.5
405,2020-02-15,3,0,0,1.5
406,2020-02-14,3,0,0,1.5
407,2020-02-13,7,1,6,0.179
408,2020-02-12,6,1,1,1.063
409,2020-02-11,1,2,0,1.167
410,2020-02-10,3,4,0,1.214
411,2020-02-08,1,0,1,0.0
412,2020-02-07,1,1,1,0.333
413,2020-02-06,1,0,0,1.5
414,2020-02-05,1,0,0,1.5
415,2020-02-04,1,1,1,0.333
416,2020-02-03,2,4,0,1.167
417,2020-02-01,1,1,0,1.25
418,2020-01-31,1,0,0,1.5
419,2020-01-30,2,1,1,0.625
420,2020-01-29,1,1,1,0.333
421,2020-01-28,2,0,0,1.5
422,2020-01-27,1,0,4,-0.9
423,2020-01-26,2,0,0,1.5
424,2020-01-24,2,0,1,0.5
425,2020-01-23,2,0,1,0.5
426,2020-01-21,2,0,0,1.5
427,2020-01-19,0,1,0,1.0
428,2020-01-18,1,0,0,1.5
429,2020-01-16,1,1,0,1.25
430,2020-01-15,1,0,0,1.5
431,2020-01-14,1,1,0,1.25
432,2020-01-13,1,0,1,0.0
433,2020-01-10,1,2,1,0.5
434,2020-01-09,2,1,0,1.333
435,2020-01-08,2,2,1,0.7
436,2020-01-07,2,1,0,1.333
437,2020-01-06,1,0,1,0.0
438,2020-01-04,1,0,0,1.5
439,2020-01-03,0,2,0,1.0
440,2020-01-02,0,1,0,1.0
441,2019-12-31,0,1,1,-0.25
442,2019-12-30,0,3,0,1.0
443,2019-12-29,1,0,0,1.5
444,2019-12-27,1,0,0,1.5
445,2019-12-26,1,1,0,1.25
446,2019-12-24,1,0,0,1.5
447,2019-12-23,2,0,0,1.5
448,2019-12-21,0,1,0,1.0
449,2019-12-20,2,0,0,1.5
450,2019-12-19,1,1,0,1.25
451,2019-12-18,1,1,0,1.25
452,2019-12-17,0,0,1,-1.5
453,2019-12-13,2,1,0,1.333
454,2019-12-12,2,1,0,1.333
455,2019-12-11,2,5,0,1.143
456,2019-12-10,3,0,0,1.5
457,2019-12-06,2,1,1,0.625
458,2019-12-05,3,2,0,1.3
459,2019-12-04,1,2,0,1.167
460,2019-12-03,4,0,0,1.5
461,2019-12-02,3,0,1,0.75
462,2019-11-30,1,0,0,1.5
463,2019-11-29,1,0,0,1.5
464,2019-11-28,2,0,0,1.5
465,2019-11-27,3,0,0,1.5
466,2019-11-26,10,5,0,1.333
467,2019-11-25,8,0,0,1.5
468,2019-11-22,3,1,0,1.375
